ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes,Samples_100,Samples_200,Country_ID,Source,Parent_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
bwc,Bajau (West Coast),Papunesia,6.33333333333,116.333333333,west2560,bdr,Austronesian,,Sama-Bajaw,,bdr,False,False,MY,Miller-2007,genus-samabajaw,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,13.0,26.0,,,,,7.0,4.0,,,,,,,,,19.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,,,,2.0,2.0,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,3.0,2.0,,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,3.0,3.0,3.0,1.0,4.0,4.0,4.0,,,
bxj,Bayungu,Australia,-23.0,114.0,bayu1240,bxj,Pama-Nyungan,,Western Pama-Nyungan,,bxj,False,False,AU,,genus-westernpamanyungan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bya,Byansi,Eurasia,30.1666666667,80.5,byan1241,bee,Sino-Tibetan,Tibeto-Burman,Bodic,,bee,False,False,IN,Trivedi-1991,genus-bodic,2.0,1.0,2.0,4.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,4.0,1.0,,,,,2.0,3.0,,6.0,,,,2.0,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,7.0,3.0,,2.0,,,,1.0,1.0,2.0,5.0,1.0,5.0,1.0,,,
bys,Bayso,Africa,6.25,37.75,bais1246,bsw,Afro-Asiatic,Cushitic,Lowland East Cushitic,,bsw,False,False,ET,Corbett-and-Hayward-1987,genus-lowlandeastcushitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byu,Bandjalang (Yugumbir),Australia,-27.9166666667,153.0,band1339,bdy,Pama-Nyungan,,Southeastern Pama-Nyungan,,bdy,False,False,AU,Cunningham-1969 Sharpe-1998,genus-southeasternpamanyungan,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
bzi,Bauzi,Papunesia,-2.5,137.5,bauz1241,bvz,Geelvink Bay,,Geelvink Bay,,bvz,False,False,ID,Briley-1997 Kuleti-1980,genus-geelvinkbay,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,1.0,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
cab,Cabécar,North America,9.75,-83.4166666667,cabe1245,cjp,Chibchan,,Western Isthmic Chibchan,,cjp,False,False,CR,Margery-Pena-1989,genus-westernisthmicchibchan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cac,Cacua,South America,1.08333333333,-70.0,cacu1241,cbv,Cacua-Nukak,,Cacua-Nukak,,cbv,False,False,CO,Anderton-1989 Cathcart-1979 Huber-and-Reed-1992,genus-cacuanukak,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
cad,Caddo,North America,33.3333333333,-93.5,cadd1256,cad,Caddoan,,Caddo,,cad,False,False,US,Chafe-1976 Chafe-1979,genus-caddo,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
cah,Cahuilla,North America,33.5,-116.25,cahu1264,chl,Uto-Aztecan,,Northern Uto-Aztecan,,chl,False,True,US,Bright-1965b Fuchs-1970 Langacker-1976 Sauvel-and-Munro-1981 Seiler-1957 Seiler-1965 Seiler-1967 Seiler-1972 Seiler-1977 Seiler-1997 Seiler-and-Hioki-1979,genus-northernutoaztecan,2.0,2.0,5.0,4.0,3.0,,4.0,2.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,,,,6.0,,3.0,1.0,1.0,1.0,,2.0,,,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,2.0,8.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,,6.0,,,,3.0,,4.0,3.0,,,,6.0,,1.0,,2.0,5.0,1.0,2.0,1.0,,5.0,2.0,,,1.0,,,,1.0,,,,,1.0,,,,,2.0,4.0,1.0,3.0,4.0,2.0,,3.0,,2.0,2.0,4.0,5.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,,1.0,,,,,,6.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0
cai,Chai,Africa,5.33333333333,35.3333333333,suri1267,suq,Eastern Sudanic,Surmic,South Surmic,,suq,False,False,ET SS,Last-and-Lucassen-1998,genus-southsurmic,,2.0,,,,,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,6.0,,,,1.0,1.0,4.0,16.0,,,13.0,19.0,,,4.0,1.0,7.0,1.0,15.0,13.0,,,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,3.0,6.0,1.0,2.0,2.0,5.0,2.0,,,,,,,,,3.0,6.0,2.0,,5.0,5.0,5.0,,,
cak,Cakchiquel,North America,14.5,-91.0,kaqc1270,cak,Mayan,,Mayan,,cak,False,False,GT,Brinton-1884 Garcia-Matzar-and-Rodriguez-Guajan-1997 Garcia-Matzar-et-al-1992 Macario-et-al-1998 Townsend-1961,genus-mayan,,,,,,,,,1.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,,7.0,7.0,1.0,1.0,,,,,,,,,,,14.0,1.0,,,1.0,1.0,4.0,18.0,,,,,,,,,,,,,,,,,,,22.0,2.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,4.0,,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,4.0,4.0,3.0,,,
cam,Camsá,South America,1.16666666667,-77.0,cams1241,kbh,Camsá,,Camsá,,kbh,False,False,CO,Adelaar-2004 Fabre-2002 Howard-1967 Howard-1972 Huber-and-Reed-1992 Mongui-Sanchez-1981,genus-camsa,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,3.0,2.0,,,7.0,6.0,1.0,1.0,,,,,,,1.0,,,,3.0,,,,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,5.0,,,,2.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,7.0,,1.0,3.0,6.0,1.0,,3.0,,1.0,2.0,,,,,,,,,,,,5.0,5.0,5.0,,,
can,Candoshi,South America,-4.16666666667,-77.0,cand1248,cbu,Candoshi,,Candoshi,,cbu,False,False,PE,Anderson-and-Wise-1963 Cox-1957,genus-candoshi,2.0,,5.0,2.0,,,,2.0,,,,,,,,,1.0,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,1.0,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,
cap,Capanahua,South America,-7.0,-74.0,capa1241,kaq,Pano-Tacanan,,Panoan,,kaq,False,False,PE,Derbyshire-and-Payne-1990 Loos-1969 Safir-1979 Wise-1978,genus-panoan,2.0,,2.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,Carib,South America,5.5,-56.0,gali1262,car,Cariban,,Cariban,,car,False,True,SR,Derbyshire-1999 Gildea-1992 Gildea-1994 Hoff-1968 Hoff-1978 Hoff-1986 Martius-1863 Mosonyi-et-al-2000b Peasgood-1972,genus-cariban,3.0,,5.0,2.0,5.0,,,1.0,,,,,2.0,,,2.0,1.0,2.0,1.0,,2.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,1.0,2.0,2.0,,3.0,,,,,,,,,,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,6.0,4.0,,1.0,1.0,2.0,,,,,,,,,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,4.0,,,,5.0,,2.0,4.0,,,,2.0,,,,4.0,1.0,2.0,1.0,9.0,2.0,4.0,,,,1.0,,,,2.0,,,3.0,2.0,,,,,,2.0,1.0,1.0,,4.0,2.0,,,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,6.0,,2.0,1.0,,1.0,1.0,1.0,3.0
cas,Cashibo,South America,-8.5,-75.5,cash1251,cbr,Pano-Tacanan,,Panoan,,cbr,False,False,PE,Abreu-1914 Shell-1950 Wise-1978,genus-panoan,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,3.0,,,,1.0,,2.0,,,3.0
cat,Catio,South America,7.16666666667,-76.3333333333,embe1260,cto,Choco,,Choco,,cto,False,False,CO,Huber-and-Reed-1992,genus-choco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cav,Cavineña,South America,-13.3333333333,-66.5,cavi1250,cav,Pano-Tacanan,,Tacanan,,cav,False,False,BO,Aikhenvald-and-Dixon-1999 Camp-1985 Guillaume-2004 Key-1963b Key-1968,genus-tacanan,3.0,6.0,3.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,5.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,6.0,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3.0,3.0,6.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,5.0,5.0,5.0,,,3.0
cax,Campa (Axininca),South America,-12.0,-74.0,asha1243,,Arawakan,,Pre-Andine Arawakan,,cni cpc,False,False,PE,Dirks-1953 Kindberg-1980 Payne-1981 Read-and-Payne-1986 Wise-1986,genus-preandinearawakan,4.0,2.0,5.0,2.0,2.0,,,2.0,,,,,,,,2.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,1.0,,,1.0,2.0,2.0,2.0,2.0,,,,5.0,5.0,,,4.0,,,,2.0,2.0,,,,2.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,,1.0,,7.0,,3.0,2.0,,5.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,2.0,,,4.0,4.0,,,
cay,Cayapa,South America,0.666666666667,-79.0,chac1249,cbi,Barbacoan,,Barbacoan,,cbi,False,False,EC,Abrahamson-1962 Lindskoog-and-Brend-1962 Lindskoog-and-Lindskoog-1964 Vittadello-1988,genus-barbacoan,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,,,5.0,2.0,2.0,1.0,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,1.0,,,,,,4.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,1.0,4.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,2.0,,,1.0,,,
cba,Chumash (Barbareño),North America,34.5,-120.25,barb1263,boi,Chumash,,Chumash,,boi,False,False,US,Beeler-1976 Beeler-nd Kroeber-1904 Wash-2001,genus-chumash,2.0,2.0,5.0,2.0,2.0,,,2.0,,,,,,,,,1.0,1.0,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,,,,,,,,,9.0,,2.0,6.0,4.0,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,3.0,,,,,,,,6.0,,,,1.0,1.0,,1.0,9.0,,,,1.0,,1.0,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,2.0,2.0,,2.0,2.0,,3.0,,,,,,,,,,,6.0,,,4.0,,,,,
cbo,Chácobo,South America,-12.1666666667,-66.75,chac1251,cao,Pano-Tacanan,,Panoan,,cao,False,False,BO,Bybee-et-al-1994 Prost-1962 Prost-1967,genus-panoan,2.0,,5.0,2.0,2.0,,,2.0,,,,,,,,,1.0,,,,1.0,,2.0,2.0,,2.0,,,,,,,,,,,,,,3.0,1.0,2.0,2.0,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,7.0,,,,5.0,5.0,,,,,,,,6.0,,,,3.0,,,,9.0,,,,,,,,,,,,,,2.0,,1.0,3.0,1.0,4.0,2.0,,,,,,,,,2.0,4.0,,,,,7.0,,3.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,4.0,1.0,,2.0,,,
cch,Chocho,North America,17.6666666667,-97.4166666667,choc1279,coz,Oto-Manguean,,Popolocan,,coz,False,False,MX,Ruiz-de-Bravo-Ahuja-1977 Veerman-Leichsenring-2000,genus-popolocan,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cck,Chickasaw,North America,34.0,-88.0,chic1270,cic,Muskogean,,Muskogean,,cic,False,False,US,Gordon-et-al-2000 Munro-and-Willmond-1994 Munro-et-al-2002 Shopen-1985,genus-muskogean,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
ccm,Chinantec (Comaltepec),North America,17.5833333333,-96.4166666667,coma1246,cco,Oto-Manguean,,Chinantecan,,cco,False,False,MX,Anderson-1989 Anderson-et-al-1990,genus-chinantecan,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,,,,,,,,,8.0,,2.0,6.0,4.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,7.0,,,,1.0,2.0,,,,,,,,,,,,,,,,9.0,,,,,,3.0,,,,,,,,,,,,,,4.0,,4.0,3.0,,,,,,2.0,2.0,,,,,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,3.0,1.0,1.0,1.0,4.0,4.0,4.0,,,1.0
cco,Chasta Costa,North America,42.6666666667,-124.0,tutu1242,tuu,Na-Dene,,Athapaskan,,tuu,False,False,US,Sapir-1914,genus-athapaskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccp,Cocopa,North America,32.3333333333,-115.0,coco1261,coc,Hokan,,Yuman,,coc,False,False,MX US,Crawford-1966 Crawford-1989 Stolz-1996,genus-yuman,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,1.0,3.0,1.0,2.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,1.0,1.0,3.0,1.0,1.0,,,3.0,1.0,5.0,,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,,3.0,2.0,,,,,,4.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,3.0
cct,Choctaw,North America,32.25,-88.5,choc1276,cho,Muskogean,,Muskogean,,cho,False,False,US,Broadwell-1986 Broadwell-1987 Byington-1915 Davies-1981c Davies-1984 Davies-1986 Munro-and-Ulrich-1984 Nichols-1992 Nicklas-1974 Nicklas-1975 Nicklas-1979 Ulrich-1986 Yegerlehner-and-Voegelin-1957,genus-muskogean,,2.0,,,,1.0,,,2.0,3.0,,,,,,2.0,1.0,,,,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,4.0,2.0,,,,,,,,,,,,4.0,1.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,,3.0,,,1.0,,,,2.0,2.0,2.0,4.0,1.0,5.0,5.0,,,3.0
cde,Carib (De'kwana),South America,5.5,-65.0,maqu1238,mch,Cariban,,Cariban,,mch,False,False,VR,Hall-1988,genus-cariban,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,2.0,2.0,,,
cea,Cree (Swampy),North America,56.0,-90.0,swam1239,csw,Algic,,Algonquian,,csw,False,False,CA,Ellis-1975 Ellis-1983 Hive-1948 LeClaire-and-Cardinal-1998,genus-algonquian,,3.0,,,,,2.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,2.0,6.0,4.0,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3.0,2.0,6.0,,,,1.0,,,,,,,,,,,3.0,,,3.0,,,1.0,1.0,
ceb,Cebuano,Papunesia,10.0,124.0,cebu1242,ceb,Austronesian,,Greater Central Philippine,,ceb,False,False,PH,Cabonce-1983 Dahl-1985 Malherbe-and-Rosenberg-1996 Shryrock-1993 Wolff-1966 Wolff-1967,genus-greatercentralphilippine,,,,,,,,,,,,,,,,2.0,,,,,,3.0,1.0,1.0,,1.0,1.0,,,,,,,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,1.0,4.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,,,,,,,,,3.0,,2.0,2.0,,2.0,2.0,,,,,1.0,,1.0,,,,,,,,,4.0,4.0,,,,
cec,Chicomuceltec,North America,15.5,-92.25,chic1271,cob,Mayan,,Mayan,,cob,False,False,MX,Sapper-1912,genus-mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cem,Cèmuhî,Papunesia,-20.8333333333,165.166666667,cemu1238,cam,Austronesian,Eastern Malayo-Polynesian,Oceanic,,cam,False,False,NC,Lynch-2002c Rivierre-1980 Ross-1998,genus-oceanic,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,12.0,3.0,,,,,,,,,,,,,,,,,,4.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,,,,1.0,1.0,,,,,,,,,,,,,,,,9.0,2.0,4.0,,,,2.0,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,4.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,1.0,,1.0,4.0,4.0,4.0,,,
